"","component","player1","player2","prob1wins","prob2wins"
"1","1","s6","s1",0.518610317097652,0.481389682902348
"2","1","s6","s11",0.586516100132333,0.413483899867667
"3","1","s1","s11",0.568345956159383,0.431654043840617
"4","1","s6","s7",0.590512902896185,0.409487097103815
"5","1","s1","s7",0.572390344359362,0.427609655640638
"6","1","s11","s7",0.504126044052627,0.495873955947373
"7","1","s6","s3",0.626000934012332,0.373999065987668
"8","1","s1","s3",0.608407442883603,0.391592557116397
"9","1","s11","s3",0.541285045054832,0.458714954945168
"10","1","s7","s3",0.537184337504655,0.462815662495345
"11","1","s6","s10",0.69786758955859,0.30213241044141
"12","1","s1","s10",0.681937117847272,0.318062882152728
"13","1","s11","s10",0.619536760592607,0.380463239407393
"14","1","s7","s10",0.615638855321834,0.384361144678166
"15","1","s3","s10",0.579827536834287,0.420172463165713
"16","1","s6","s2",0.735516770445839,0.264483229554161
"17","1","s1","s2",0.720777155331572,0.279222844668428
"18","1","s11","s2",0.662222443476527,0.337777556523473
"19","1","s7","s2",0.658520814777399,0.341479185222601
"20","1","s3","s2",0.624266426849096,0.375733573150904
"21","1","s10","s2",0.546275062807054,0.453724937192946
"22","1","s6","s5",0.743649091332898,0.256350908667102
"23","1","s1","s5",0.729195824363764,0.270804175636236
"24","1","s11","s5",0.671602192342232,0.328397807657768
"25","1","s7","s5",0.667951813491898,0.332048186508102
"26","1","s3","s5",0.634117834401713,0.365882165598287
"27","1","s10","s5",0.556719312651062,0.443280687348938
"28","1","s2","s5",0.510555064927131,0.489444935072869
"29","1","s6","s4",0.784860231704931,0.215139768295069
"30","1","s1","s4",0.772018156720729,0.227981843279271
"31","1","s11","s4",0.720035198178868,0.279964801821132
"32","1","s7","s4",0.716696085893526,0.283303914106474
"33","1","s3","s4",0.685490247758513,0.314509752241487
"34","1","s10","s4",0.612315007321374,0.387684992678626
"35","1","s2","s4",0.567442033094091,0.432557966905909
"36","1","s5","s4",0.557049411811842,0.442950588188158
"37","1","s6","s12",0.817556369202004,0.182443630797996
"38","1","s1","s12",0.806184027860071,0.193815972139929
"39","1","s11","s12",0.759565171828491,0.240434828171509
"40","1","s7","s12",0.756538113796074,0.243461886203926
"41","1","s3","s12",0.728055649938192,0.271944350061808
"42","1","s10","s12",0.659869917761713,0.340130082238287
