"","component","player1","player2","prob1wins","prob2wins"
"1","1","s6","s1",0.509122601899992,0.490877398100008
"2","1","s6","s7",0.578267927767839,0.421732072232161
"3","1","s1","s7",0.569343372522036,0.430656627477964
"4","1","s6","s11",0.602304686637877,0.397695313362123
"5","1","s1","s11",0.593531249961692,0.406468750038308
"6","1","s7","s11",0.524832098794555,0.475167901205445
"7","1","s6","s3",0.618139619918651,0.381860380081349
"8","1","s1","s3",0.609489021124993,0.390510978875007
"9","1","s7","s3",0.541403031847513,0.458596968152487
"10","1","s11","s3",0.516639362375969,0.483360637624031
"11","1","s6","s10",0.694299555914901,0.305700444085099
"12","1","s1","s10",0.68649924672763,0.31350075327237
"13","1","s7","s10",0.623546951451712,0.376453048548288
"14","1","s11","s10",0.599941304402886,0.400058695597114
"15","1","s3","s10",0.583859763616141,0.416140236383859
"16","1","s6","s5",0.720407535852962,0.279592464147038
"17","1","s1","s5",0.71299802613258,0.28700197386742
"18","1","s7","s5",0.652674674265442,0.347325325734558
"19","1","s11","s5",0.629811152561926,0.370188847438074
"20","1","s3","s5",0.614158104707106,0.385841895292894
"21","1","s10","s5",0.531504755421873,0.468495244578127
"22","1","s6","s2",0.728869452737735,0.271130547262265
"23","1","s1","s2",0.721597531400392,0.278402468599608
"24","1","s7","s2",0.662225387877582,0.337774612122418
"25","1","s11","s2",0.639643445959223,0.360356554040777
"26","1","s3","s2",0.624158047161591,0.375841952838409
"27","1","s10","s2",0.542049539993913,0.457950460006087
"28","1","s5","s2",0.510600959500533,0.489399040499467
"29","1","s6","s4",0.761622288767436,0.238377711232564
"30","1","s1","s4",0.754933461149094,0.245066538850906
"31","1","s7","s4",0.699712086523363,0.300287913476637
"32","1","s11","s4",0.678419305962437,0.321580694037563
"33","1","s3","s4",0.663724190276383,0.336275809723617
"34","1","s10","s4",0.584505421083838,0.415494578916162
"35","1","s5","s4",0.553571160512268,0.446428839487732
"36","1","s2","s4",0.543068035343286,0.456931964656714
"37","1","s6","s12",0.799414436533526,0.200585563466474
"38","1","s1","s12",0.793498527589062,0.206501472410938
"39","1","s7","s12",0.744020553792453,0.255979446207547
"40","1","s11","s12",0.724633151511581,0.275366848488419
"41","1","s3","s12",0.711150705366754,0.288849294633246
"42","1","s10","s12",0.636993977632411,0.363006022367589
"43","1","s5","s12",0.607342364369748,0.392657635630252
"44","1","s2","s12",0.597183758928177,0.402816241071823
"45","1","s4","s12",0.555037158681704,0.444962841318296
"46","1","s6","s8",0.852799932245084,0.147200067754916
"47","1","s1","s8",0.848159470375381,0.151840529624619
"48","1","s7","s8",0.808619551999229,0.191380448000771
"49","1","s11","s8",0.792761979411004,0.207238020588996
"50","1","s3","s8",0.781609924590779,0.218390075409221
"51","1","s10","s8",0.71837887765113,0.28162112234887
"52","1","s5","s8",0.692162411129701,0.307837588870299
"53","1","s2","s8",0.683053045412215,0.316946954587785
"54","1","s4","s8",0.644543170288446,0.355456829711554
"55","1","s12","s8",0.592447791065005,0.407552208934995
"56","1","s6","s9",0.855517288812483,0.144482711187517
"57","1","s1","s9",0.850947518818597,0.149052481181403
"58","1","s7","s9",0.811972669772892,0.188027330227108
"59","1","s11","s9",0.796322950908507,0.203677049091493
"60","1","s3","s9",0.785310627335056,0.214689372664944
"61","1","s10","s9",0.722771013671231,0.277228986328769
"62","1","s5","s9",0.696790843400601,0.303209156599399
"63","1","s2","s9",0.687756654421619,0.312243345578381
"64","1","s4","s9",0.649525042604079,0.350474957395921
"65","1","s12","s9",0.597704080865733,0.402295919134267
"66","1","s8","s9",0.505453318785497,0.494546681214503
"67","1","s6","s14",0.892835240349865,0.107164759650135
"68","1","s1","s14",0.889293044477389,0.110706955522611
"69","1","s7","s14",0.858679758157277,0.141320241842723
"70","1","s11","s14",0.846181082117878,0.153818917882122
"71","1","s3","s14",0.837313742023569,0.162686257976431
"72","1","s10","s14",0.785790680217373,0.214209319782627
"73","1","s5","s14",0.763786201166363,0.236213798833637
"74","1","s2","s14",0.756049293156174,0.243950706843826
"75","1","s4","s14",0.722809416845952,0.277190583154048
"76","1","s12","s14",0.676426171640324,0.323573828359676
"77","1","s8","s14",0.589839590898393,0.410160409101607
"78","1","s9","s14",0.584551968242748,0.415448031757252
"79","1","s6","s13",0.924259625930632,0.0757403740693676
"80","1","s1","s13",0.921664991242111,0.0783350087578888
"81","1","s7","s13",0.898986564770483,0.101013435229517
"82","1","s11","s13",0.889594361353128,0.110405638646872
"83","1","s3","s13",0.882883319292465,0.117116680707535
"84","1","s10","s13",0.843087685907436,0.156912314092564
"85","1","s5","s13",0.825663164506616,0.174336835493384
"86","1","s2","s13",0.819473938207887,0.180526061792113
"87","1","s4","s13",0.792504304137633,0.207495695862367
"88","1","s12","s13",0.753811169307111,0.246188830692889
"89","1","s8","s13",0.678077192010995,0.321922807989005
"90","1","s9","s13",0.673297036341311,0.326702963658689
"91","1","s14","s13",0.594270289556547,0.405729710443453
"92","1","s6","s15",0.975309833829269,0.0246901661707309
"93","1","s1","s15",0.974415614752736,0.0255843852472643
"94","1","s7","s15",0.96645293015704,0.0335470698429596
"95","1","s11","s15",0.963076082113701,0.0369239178862988
"96","1","s3","s15",0.960633995163784,0.039366004836216
"97","1","s10","s15",0.945630694172984,0.0543693058270165
"98","1","s5","s15",0.938766143305817,0.0612338566941829
"99","1","s2","s15",0.936282378205075,0.0637176217949248
"100","1","s4","s15",0.925169807800232,0.0748301921997682
"101","1","s12","s15",0.90835489278697,0.0916451072130299
"102","1","s8","s15",0.872095813803591,0.127904186196409
"103","1","s9","s15",0.869642747830301,0.130357252169699
"104","1","s14","s15",0.825824024322823,0.174175975677177
"105","1","s13","s15",0.763987834626956,0.236012165373044
