"","component","player1","player2","prob1wins","prob2wins"
"1","1","s6","s1",0.507426440919941,0.492573559080059
"2","1","s6","s7",0.594004831611116,0.405995168388884
"3","1","s1","s7",0.586820836602214,0.413179163397786
"4","1","s6","s11",0.600503991658919,0.399496008341081
"5","1","s1","s11",0.593356270348877,0.406643729651123
"6","1","s7","s11",0.506754419301513,0.493245580698487
"7","1","s6","s3",0.621538579894768,0.378461420105232
"8","1","s1","s3",0.614525621859948,0.385474378140052
"9","1","s7","s3",0.528852324165272,0.471147675834728
"10","1","s11","s3",0.522115144122406,0.477884855877594
"11","1","s6","s10",0.703112687895387,0.296887312104613
"12","1","s1","s10",0.69687411005253,0.30312588994747
"13","1","s7","s10",0.618129947903077,0.381870052096923
"14","1","s11","s10",0.611732132518257,0.388267867481743
"15","1","s3","s10",0.590511594940328,0.409488405059672
"16","1","s6","s5",0.724901472042812,0.275098527957188
"17","1","s1","s5",0.718937725601271,0.281062274398729
"18","1","s7","s5",0.642988818770122,0.357011181229878
"19","1","s11","s5",0.636762744826007,0.363237255173993
"20","1","s3","s5",0.616051605942996,0.383948394057004
"21","1","s10","s5",0.526660166248612,0.473339833751388
"22","1","s6","s2",0.737853916142318,0.262146083857682
"23","1","s1","s2",0.732067176542912,0.267932823457088
"24","1","s7","s2",0.657978295046466,0.342021704953534
"25","1","s11","s2",0.651872097229839,0.348127902770161
"26","1","s3","s2",0.631523936857252,0.368476063142748
"27","1","s10","s2",0.54306290102645,0.45693709897355
"28","1","s5","s2",0.516478407851791,0.483521592148209
"29","1","s6","s4",0.759924795229021,0.240075204770979
"30","1","s1","s4",0.754463131463187,0.245536868536813
"31","1","s7","s4",0.683893074400494,0.316106925599506
"32","1","s11","s4",0.67802313880395,0.32197686119605
"33","1","s3","s4",0.658402522273131,0.341597477726869
"34","1","s10","s4",0.572021280022962,0.427978719977038
"35","1","s5","s4",0.545712201639619,0.454287798360381
"36","1","s2","s4",0.529322143082446,0.470677856917554
"37","1","s6","s12",0.813174649063636,0.186825350936364
"38","1","s1","s12",0.808619322126081,0.191380677873919
"39","1","s7","s12",0.748424179410253,0.251575820589747
"40","1","s11","s12",0.743302770418992,0.256697229581008
"41","1","s3","s12",0.726052895708436,0.273947104291564
"42","1","s10","s12",0.647623008807265,0.352376991192735
"43","1","s5","s12",0.622897571817938,0.377102428182062
"44","1","s2","s12",0.60728826600272,0.39271173399728
"45","1","s4","s12",0.578959727459435,0.421040272540565
"46","1","s6","s9",0.85164178873634,0.14835821126366
"47","1","s1","s9",0.847848903677155,0.152151096322845
"48","1","s7","s9",0.796893425668737,0.203106574331263
"49","1","s11","s9",0.792485138095629,0.207514861904371
"50","1","s3","s9",0.777551187971011,0.222448812028989
"51","1","s10","s9",0.70793414753662,0.29206585246338
"52","1","s5","s9",0.685384746361689,0.314615253638311
"53","1","s2","s9",0.670995801501516,0.329004198498484
"54","1","s4","s9",0.644573197273862,0.355426802726138
"55","1","s12","s9",0.568752851593473,0.431247148406527
"56","1","s6","s8",0.852708022784321,0.147291977215679
"57","1","s1","s8",0.84893756161796,0.15106243838204
"58","1","s7","s8",0.798259923404735,0.201740076595265
"59","1","s11","s8",0.793873623079516,0.206126376920484
"60","1","s3","s8",0.779011732150233,0.220988267849767
"61","1","s10","s8",0.709681114292948,0.290318885707052
"62","1","s5","s8",0.687206996351123,0.312793003648877
"63","1","s2","s8",0.672861613156957,0.327138386843043
"64","1","s4","s8",0.6465099134173,0.3534900865827
"65","1","s12","s8",0.570827630538931,0.429172369461069
"66","1","s9","s8",0.502115995158858,0.497884004841142
"67","1","s6","s14",0.895135730802003,0.104864269197997
"68","1","s1","s14",0.892314198875466,0.107685801124534
"69","1","s7","s14",0.85368023921654,0.14631976078346
"70","1","s11","s14",0.850272894074765,0.149727105925235
"71","1","s3","s14",0.838650965999398,0.161349034000602
"72","1","s10","s14",0.782814510498363,0.217185489501637
"73","1","s5","s14",0.764120081090685,0.235879918909315
"74","1","s2","s14",0.752029279616471,0.247970720383529
"75","1","s4","s14",0.729490923669137,0.270509076330863
"76","1","s12","s14",0.662294664564963,0.337705335435037
"77","1","s9","s14",0.597911903602191,0.402088096397809
"78","1","s8","s14",0.595875362701138,0.404124637298862
"79","1","s6","s13",0.921951450104914,0.0780485498950856
"80","1","s1","s13",0.91978678043344,0.0802132195665596
"81","1","s7","s13",0.889791712175479,0.110208287824521
"82","1","s11","s13",0.88711409463127,0.11288590536873
"83","1","s3","s13",0.877941299343679,0.122058700656321
"84","1","s10","s13",0.832994037512796,0.167005962487204
"85","1","s5","s13",0.817612515807766,0.182387484192234
"86","1","s2","s13",0.807573150099293,0.192426849900707
"87","1","s4","s13",0.788664526602215,0.211335473397785
"88","1","s12","s13",0.730741880007955,0.269258119992045
"89","1","s9","s13",0.672964794666973,0.327035205333027
"90","1","s8","s13",0.671099283841775,0.328900716158225
"91","1","s14","s13",0.580506502085416,0.419493497914584
"92","1","s6","s15",0.975583947638552,0.0244160523614484
"93","1","s1","s15",0.974866219290612,0.0251337807093879
"94","1","s7","s15",0.964676665990157,0.0353233340098426
"95","1","s11","s15",0.963744317378668,0.0362556826213323
"96","1","s3","s15",0.96052117469572,0.0394788253042797
"97","1","s10","s15",0.944045255988787,0.0559547440112133
"98","1","s5","s15",0.938132081478794,0.061867918521206
"99","1","s2","s15",0.934192670136476,0.0658073298635242
"100","1","s4","s15",0.926595247699006,0.0734047523009937
"101","1","s12","s15",0.901767865449159,0.098232134550841
"102","1","s9","s15",0.874380606217102,0.125619393782898
"103","1","s8","s15",0.873447974402307,0.126552025597693
"104","1","s14","s15",0.823971044980397,0.176028955019603
"105","1","s13","s15",0.771823054550843,0.228176945449157
