"","component","player1","player2","prob1wins","prob2wins"
"1","1","s6","s1",0.514988029998292,0.485011970001708
"2","1","s6","s11",0.582120621292957,0.417879378707043
"3","1","s1","s11",0.567464740813487,0.432535259186513
"4","1","s6","s7",0.589331260060463,0.410668739939537
"5","1","s1","s7",0.574743526374096,0.425256473625904
"6","1","s11","s7",0.50742862243921,0.49257137756079
"7","1","s6","s3",0.622162652557984,0.377837347442016
"8","1","s1","s3",0.607965351074604,0.392034648925396
"9","1","s11","s3",0.541716024046853,0.458283975953147
"10","1","s7","s3",0.534329956003882,0.465670043996118
"11","1","s6","s10",0.69658729019546,0.30341270980454
"12","1","s1","s10",0.683765083275014,0.316234916724986
"13","1","s11","s10",0.622368685720117,0.377631314279883
"14","1","s7","s10",0.615359524708705,0.384640475291295
"15","1","s3","s10",0.582333831245316,0.417666168754684
"16","1","s6","s2",0.732218135162007,0.267781864837993
"17","1","s1","s2",0.720297074314097,0.279702925685903
"18","1","s11","s2",0.662492364861567,0.337507635138433
"19","1","s7","s2",0.655816081316438,0.344183918683562
"20","1","s3","s2",0.62414235418463,0.37585764581537
"21","1","s10","s2",0.543590705506531,0.456409294493469
"22","1","s6","s5",0.742379374892266,0.257620625107734
"23","1","s1","s5",0.730744327021562,0.269255672978438
"24","1","s11","s5",0.674121881504179,0.325878118495821
"25","1","s7","s5",0.667560205997144,0.332439794002856
"26","1","s3","s5",0.63636798710078,0.36363201289922
"27","1","s10","s5",0.556574983354777,0.443425016645223
"28","1","s2","s5",0.513113638300441,0.486886361699559
"29","1","s6","s4",0.795706879013224,0.204293120986776
"30","1","s1","s4",0.785785323910542,0.214214676089458
"31","1","s11","s4",0.73656487587094,0.26343512412906
"32","1","s7","s4",0.73075834721472,0.26924165278528
"33","1","s3","s4",0.702856444480032,0.297143555519968
"34","1","s10","s4",0.629150899824668,0.370849100175332
"35","1","s2","s4",0.58753132226182,0.41246867773818
"36","1","s5","s4",0.574760942579247,0.425239057420753
"37","1","s6","s12",0.819218981051184,0.180781018948816
"38","1","s1","s12",0.810166879716027,0.189833120283973
"39","1","s11","s12",0.764872297907702,0.235127702092298
"40","1","s7","s12",0.7594859715318,0.2405140284682
"41","1","s3","s12",0.733475341497361,0.266524658502639
"42","1","s10","s12",0.663731066617771,0.336268933382229
"43","1","s2","s12",0.623670996254111,0.376329003745889
"44","1","s5","s12",0.611279238262748,0.388720761737252
"45","1","s4","s12",0.537775360051174,0.462224639948826
"46","1","s6","s8",0.846985756767782,0.153014243232218
"47","1","s1","s8",0.839050842680973,0.160949157319027
"48","1","s11","s8",0.798937676260256,0.201062323739744
"49","1","s7","s8",0.794121672080064,0.205878327919936
"50","1","s3","s8",0.770725996963332,0.229274003036668
"51","1","s10","s8",0.706833351693461,0.293166648306539
"52","1","s2","s8",0.669350095989591,0.330649904010409
"53","1","s5","s8",0.657636774098704,0.342363225901296
"54","1","s4","s8",0.586975901182311,0.413024098817689
"55","1","s12","s8",0.549855754628521,0.450144245371479
"56","1","s6","s9",0.859588726675724,0.140411273324276
"57","1","s1","s9",0.852193317725984,0.147806682274016
"58","1","s11","s9",0.814631995793797,0.185368004206203
"59","1","s7","s9",0.81010256227961,0.18989743772039
"60","1","s3","s9",0.788038203120311,0.211961796879689
"61","1","s10","s9",0.727262781907941,0.272737218092059
"62","1","s2","s9",0.691250607394159,0.308749392605841
"63","1","s5","s9",0.679942142397139,0.320057857602861
