"","component","player1","player2","prob1wins","prob2wins"
"1","1","s1","s6",0.508861845294663,0.491138154705337
"2","1","s1","s7",0.595080712657834,0.404919287342166
"3","1","s6","s7",0.586510438881848,0.413489561118152
"4","1","s1","s11",0.604452355484249,0.395547644515751
"5","1","s6","s11",0.595945755341496,0.404054244658504
"6","1","s7","s11",0.509759338578755,0.490240661421245
"7","1","s1","s3",0.619162942663812,0.380837057336188
"8","1","s6","s3",0.610768987149434,0.389231012850566
"9","1","s7","s3",0.52522545758265,0.47477454241735
"10","1","s11","s3",0.515481364046861,0.484518635953139
"11","1","s1","s10",0.703254752082949,0.296745247917051
"12","1","s6","s10",0.6958036424015,0.3041963575985
"13","1","s7","s10",0.617236722580915,0.382763277419085
"14","1","s11","s10",0.607971527735304,0.392028472264696
"15","1","s3","s10",0.593112732748837,0.406887267251163
"16","1","s1","s5",0.721902498611344,0.278097501388656
"17","1","s6","s5",0.714729687503108,0.285270312496892
"18","1","s7","s5",0.63851139877935,0.36148860122065
"19","1","s11","s5",0.629452022633619,0.370547977366381
"20","1","s3","s5",0.614891673388897,0.385108326611103
"21","1","s10","s5",0.522752556923498,0.477247443076502
"22","1","s1","s2",0.736887885364237,0.263112114635763
"23","1","s6","s2",0.729957001699367,0.270042998300633
"24","1","s7","s2",0.655848135254161,0.344151864745839
"25","1","s11","s2",0.646983026545286,0.353016973454714
"26","1","s3","s2",0.6327095839331,0.3672904160669
"27","1","s10","s2",0.541655806388163,0.458344193611837
"28","1","s5","s2",0.51897518637769,0.48102481362231
"29","1","s1","s4",0.76087302210104,0.23912697789896
"30","1","s6","s4",0.754363342152941,0.245636657847059
"31","1","s7","s4",0.684053340404187,0.315946659595813
"32","1","s11","s4",0.67555535926289,0.32444464073711
"33","1","s3","s4",0.661833341417744,0.338166658582256
"34","1","s10","s4",0.573128422793475,0.426871577206525
"35","1","s5","s4",0.550713385480719,0.449286614519281
"36","1","s2","s4",0.531860837320795,0.468139162679205
"37","1","s1","s12",0.81465705445738,0.18534294554262
"38","1","s6","s12",0.809244450185428,0.190755549814572
"39","1","s7","s12",0.749425395080952,0.250574604919048
"40","1","s11","s12",0.742022608257259,0.257977391742741
"41","1","s3","s12",0.729988159652361,0.270011840347639
"42","1","s10","s12",0.649698495899098,0.350301504100902
"43","1","s5","s12",0.628699351057529,0.371300648942471
"44","1","s2","s12",0.610806564946181,0.389193435053819
"45","1","s4","s12",0.58007653317392,0.41992346682608
"46","1","s1","s8",0.851651498550235,0.148348501449765
"47","1","s6","s8",0.847116503764294,0.152883496235706
"48","1","s7","s8",0.796182568511861,0.203817431488139
"49","1","s11","s8",0.789773646109797,0.210226353890203
"50","1","s3","s8",0.779304218977557,0.220695781022443
"51","1","s10","s8",0.70780928712747,0.29219071287253
"52","1","s5","s8",0.688624135190839,0.311375864809161
"53","1","s2","s8",0.672113041746286,0.327886958253714
"54","1","s4","s8",0.643397581989087,0.356602418010913
"55","1","s12","s8",0.566369473388573,0.433630526611427
"56","1","s1","s9",0.85240481050111,0.14759518949889
"57","1","s6","s9",0.847888731277913,0.152111268722087
"58","1","s7","s9",0.797150461688004,0.202849538311996
"59","1","s11","s9",0.790763975883702,0.209236024116298
"60","1","s3","s9",0.780330150136312,0.219669849863688
"61","1","s10","s9",0.709043485817502,0.290956514182498
"62","1","s5","s9",0.689903868070915,0.310096131929085
"63","1","s2","s9",0.673428452555031,0.326571547444969
"64","1","s4","s9",0.644767306076587,0.355232693923413
"65","1","s12","s9",0.567836333935441,0.432163666064559
"66","1","s8","s9",0.501493761772902,0.498506238227098
"67","1","s1","s14",0.895913365972914,0.104086634027086
"68","1","s6","s14",0.892560754420341,0.107439245579659
"69","1","s7","s14",0.854160305949664,0.145839694050336
"70","1","s11","s14",0.849229229570397,0.150770770429603
"71","1","s3","s14",0.84112509807709,0.15887490192291
"72","1","s10","s14",0.784109096659984,0.215890903340016
"73","1","s5","s14",0.768293767020059,0.231706232979941
"74","1","s2","s14",0.754501165240345,0.245498834759655
"75","1","s4","s14",0.730103619365668,0.269896380634332
"76","1","s12","s14",0.661964449244039,0.338035550755961
"77","1","s8","s14",0.599890046143241,0.400109953856759
"78","1","s9","s14",0.598455047041643,0.401544952958357
"79","1","s1","s13",0.923950989917677,0.0760490100823227
"80","1","s6","s13",0.921422258235072,0.0785777417649279
"81","1","s7","s13",0.892090217362718,0.107909782637282
"82","1","s11","s13",0.888273862486896,0.111726137513104
"83","1","s3","s13",0.881976761466889,0.118023238533111
"84","1","s10","s13",0.836776398864998,0.163223601135002
"85","1","s5","s13",0.823953033766524,0.176046966233476
"86","1","s2","s13",0.812665759624019,0.187334240375981
"87","1","s4","s13",0.792458569095567,0.207541430904433
"88","1","s12","s13",0.734333527470426,0.265666472529574
"89","1","s8","s13",0.679106325059155,0.320893674940845
"90","1","s9","s13",0.677802842327619,0.322197157672381
"91","1","s14","s13",0.585322260363427,0.414677739636573
"92","1","s1","s15",0.980969348847585,0.0190306511524145
"93","1","s6","s15",0.980296122012918,0.0197038779870816
"94","1","s7","s15",0.972279767427206,0.0277202325727943
"95","1","s11","s15",0.971207877678759,0.0287921223212407
"96","1","s3","s15",0.969424200446162,0.030575799553838
"97","1","s10","s15",0.956045274474946,0.0439547255250535
"98","1","s5","s15",0.952055169853796,0.0479448301462039
"99","1","s2","s15",0.948467497259169,0.051532502740831
"100","1","s4","s15",0.941860864090538,0.0581391359094616
"101","1","s12","s15",0.921429572028053,0.0785704279719469
"102","1","s8","s15",0.89978853377378,0.10021146622622
"103","1","s9","s15",0.899248478927314,0.100751521072686
"104","1","s14","s15",0.856911358211546,0.143088641788454
"105","1","s13","s15",0.80926004378055,0.19073995621945
