"","component","player1","player2","prob1wins","prob2wins"
"1","1","s6","s1",0.5077885575027,0.4922114424973
"2","1","s6","s7",0.587577841565162,0.412422158434838
"3","1","s1","s7",0.580007578357002,0.419992421642998
"4","1","s6","s11",0.597630232303872,0.402369767696128
"5","1","s1","s11",0.590115770452156,0.409884229547844
"6","1","s7","s11",0.510408367094227,0.489591632905773
"7","1","s6","s3",0.627622482472448,0.372377517527552
"8","1","s1","s3",0.620312284226461,0.379687715773539
"9","1","s7","s3",0.541918726839242,0.458081273160758
"10","1","s11","s3",0.531565448459736,0.468434551540264
"11","1","s6","s10",0.701950542626852,0.298049457373148
"12","1","s1","s10",0.695391311769506,0.304608688230494
"13","1","s7","s10",0.623080070894908,0.376919929105092
"14","1","s11","s10",0.613252035571072,0.386747964428928
"15","1","s3","s10",0.582871601721195,0.417128398278805
"16","1","s6","s5",0.729706553385607,0.270293446614393
"17","1","s1","s5",0.723517561492369,0.276482438507631
"18","1","s7","s5",0.65456649473055,0.34543350526945
"19","1","s11","s5",0.645091813664261,0.354908186335739
"20","1","s3","s5",0.615644928563743,0.384355071436257
"21","1","s10","s5",0.534079765160485,0.465920234839515
"22","1","s6","s2",0.735704616344753,0.264295383655247
"23","1","s1","s2",0.7296020718189,0.2703979281811
"24","1","s7","s2",0.661458395494282,0.338541604505718
"25","1","s11","s2",0.652072269295994,0.347927730704006
"26","1","s3","s2",0.622865959999546,0.377134040000454
"27","1","s10","s2",0.541692423809135,0.458307576190865
"28","1","s5","s2",0.507656172289866,0.492343827710134
"29","1","s6","s4",0.771525646154604,0.228474353845396
"30","1","s1","s4",0.765987119561533,0.234012880438467
"31","1","s7","s4",0.703283864982569,0.296716135017431
"32","1","s11","s4",0.694521816232972,0.305478183767028
"33","1","s3","s4",0.667059460634001,0.332940539365999
"34","1","s10","s4",0.58912332509285,0.41087667490715
"35","1","s5","s4",0.555720520118813,0.444279479881187
"36","1","s2","s4",0.548146506163729,0.451853493836271
"37","1","s6","s12",0.812274660708155,0.187725339291845
"38","1","s1","s12",0.80747745189869,0.19252254810131
"39","1","s7","s12",0.75229636723828,0.24770363276172
"40","1","s11","s12",0.744455756770581,0.255544243229419
"41","1","s3","s12",0.719670532063947,0.280329467936053
"42","1","s10","s12",0.647542661690416,0.352457338309584
"43","1","s5","s12",0.615791802823075,0.384208197176925
"44","1","s2","s12",0.608520453608104,0.391479546391896
"45","1","s4","s12",0.561662667772568,0.438337332227432
"46","1","s6","s8",0.844387883717792,0.155612116282208
"47","1","s1","s8",0.840249914963938,0.159750085036062
"48","1","s7","s8",0.792042980555441,0.207957019444559
"49","1","s11","s8",0.785101089813983,0.214898910186017
"50","1","s3","s8",0.763003061180373,0.236996938819627
"51","1","s10","s8",0.697335556014217,0.302664443985783
"52","1","s5","s8",0.667768873822793,0.332231126177207
"53","1","s2","s8",0.660939588152174,0.339060411847826
"54","1","s4","s8",0.616400894599552,0.383599105400448
"55","1","s12","s8",0.556356234539453,0.443643765460547
"56","1","s6","s9",0.855474442203029,0.144525557796971
"57","1","s1","s9",0.851579462900988,0.148420537099012
"58","1","s7","s9",0.80600203583447,0.19399796416553
"59","1","s11","s9",0.79940810587753,0.20059189412247
"60","1","s3","s9",0.778365949357338,0.221634050642662
"61","1","s10","s9",0.715367259972465,0.284632740027535
"62","1","s5","s9",0.686770836787606,0.313229163212394
"63","1","s2","s9",0.68014505798797,0.31985494201203
"64","1","s4","s9",0.636742621088766,0.363257378911234
"65","1","s12","s9",0.57770061311965,0.42229938688035
